연번,업체코드,분야,업체명,소재지,대표자,선정년도,23년배정인원,관할청
166,220180264,중견기업부설연구소,(주)삼양사 식품바이오연구소,"경기도 성남시 분당구 판교로 295 삼양R&D 지하 6층, 지상 1 층, 3층, 4층 (삼평동)","강호성, 최낙현",2018,1,경인
167,220210003,중견기업부설연구소,(주)블루홀스튜디오 기업부설연구 소,"경기도 성남시 분당구 분당내 곡로 117, 13층 일부(백현동, 그레이츠 판교)",조두인,2021,1,경인
168,220180030,중견기업부설연구소,(주)뷰웍스 부설연구소,"경기도 안양시 동안구 부림로 170번길 41-3, 4층, 5층 (관양 동)",김후식,2018,2,경인
169,219870040,중견기업부설연구소,(주)보령 중앙연구소,"경기도 안산시 단원구 능안로 107 - 0 (보령제약 ,신길동)","장두현, 김정균",1987,2,인천
170,220210039,중견기업부설연구소,(주)베라시스 부설연구소,"서울특별시 금천구 벚꽃로 278 514호 (SJ테크노빌, 가산 동)",신성효,2021,1,서울
171,220210207,중견기업부설연구소,(주)바텍 기업부설연구소,"경기도 화성시 삼성1로2길 13 3,5,7층(석우동)","현정훈, 김선범",2021,2,경인
172,220220237,중견기업부설연구소,(주)바디프랜드 융합 R&D센터,"서울특별시 강남구 양재천로 163 바디프랜드 도곡타워 4F, 5F, 6F",지성규,2022,2,서울
173,220180430,중견기업부설연구소,(주)메디톡스 기업부설연구소,"서울특별시 강남구 테헤란로 626 9층 (대치동, 메디톡스빌 딩)",정현호,2018,1,서울
174,220170113,중견기업부설연구소,(주)메디톡스 광교 R&D센터(연구 소),경기도 수원시 영통구 센트럴 타운로 114 (이의동),정현호,2017,1,경인
175,220210310,중견기업부설연구소,(주)만도 Suspension R&D Center,"전라북도 익산시 석암로17길 109, 연구소 1층(시작실), 3층 (연구소), 시험실(work shop)",조성현,2021,1,전북
176,220200504,중견기업부설연구소,(주)만도 Steering R&D Center,"단길 80 1층 시험동, 1층 사무 실, 2층 벤치마킹룸, Work Shop 1층, 2층, Proto Shop(부",조성현,2020,1,강원
177,220200433,중견기업부설연구소,(주)만도 Reliability & Validation Test Center,"길 32 시험평가연구소 1층,2 층,3층, 연구동 지하1층, 1층, 2 층, 시험동,주행시험장,개러지","조성현, 김광헌",2020,1,경인
178,220200434,중견기업부설연구소,(주)만도 Global R&D Center,"경기도 성남시 분당구 판교로 255번길 21 R동 4층,5층,6층,7 층,8층,9층, H동 4층 지하1층 (삼평동)","조성현, 김광헌",2020,2,경인
179,219980065,중견기업부설연구소,(주)마크로젠부설정밀의학연구소,"서울특별시 금천구 벚꽃로 서 울특별시 금천구 벚꽃로 254, 10층 1003호(가산동, 월드메르 디앙1차 10층 1003호)","이수강, 김창훈",1998,1,서울
180,220190248,중견기업부설연구소,(주)디엔솔루션즈 연구개발센터,경상남도 창원시 성산구 정동 로162번길 40 공작기계 연구 개발센터,김재섭,2019,배정제한,경남
181,220190330,중견기업부설연구소,(주)동화엔텍기술연구소,부산광역시 강서구 화전산단1 로63번길 20 3층(화전동),김동건,2019,1,부산
182,220140216,중견기업부설연구소,(주)동진쎄미켐 부설 제4연구소,경기도 성남시 분당구 판교로 255번길 35 판교실리콘파크 A 동 지하 1~6층,"이부섭,이준혁",2014,2,경인
183,219880033,중견기업부설연구소,(주)대웅제약 의약연구소,경기도 용인시 처인구 포곡읍 두계로 72,"전승호, 이창재",1987,2,경인
184,220180418,중견기업부설연구소,(주)누리플렉스 부설연구소,"서울특별시 서초구 사평대로 16 8층 (방배동, 누리빌딩)",김영덕,2018,미신청,서울
185,220160147,중견기업부설연구소,(주)녹십자R&D센터,경기도 용인시 기흥구 이현로 30번길 93 녹십자 R&D센터,허은철,2016,1,경인
186,220200328,중견기업부설연구소,(주)노리코리아 기업부설연구소,"서울특별시 강남구 테헤란로5 길 51-16 지하1층, 지하1층, 지 상2층 (역삼동)",강호준,2020,미신청,서울
187,220210129,중견기업부설연구소,(주)네패스 인공지능 연구소,"서울특별시 서초구 남부순환 로 2415, 하임빌딩 (서초동)",이병구,2021,미신청,서울
188,220120099,중견기업부설연구소,(주)네오위즈기업부설연구소,"경기도 성남시 분당구 대왕판 교로645번길 14, 네오위즈판 교타워 4F, 6F, 10F, 11F(삼평 동)","배태근, 김승철",2012,2,경인
189,220190354,중견기업부설연구소,(주)경농 중앙연구소,경상북도 경주시 숲머리길 34- 14,이병만,2019,미신청,대구.경북
190,220220339,중견기업부설연구소,(주) 모트롤 기술연구소,경상남도 창원시 성산구 완암 로 171,권영민,2022,2,경남
191,219900081,대학부설연구기관,홍익대학교 과학기술연구소,서울특별시 마포구 와우산로 94 홍익대학교 홍문관 925호,김범삼,1990,1,서울
192,220110112,대학부설연구기관,한양대학교공학기술연구소,"경기도 안산시 상록구 한양대 학로 55, 컨퍼런스홀 102호",노삼영,2011,1,인천
193,220200251,대학부설연구기관,한양대학교 전기정보통신기술연구 소,서울특별시 성동구 왕십리로 222 한양대학교 공업센터 본 관 713-2호,장준혁,2020,미신청,서울
194,220100182,대학부설연구기관,한양대학교 자연과학연구소,서울특별시 성동구 왕십리로 222 자연과학연구소,천병구,2010,1,서울
195,220110200,대학부설연구기관,한양대학교 의공학연구소,"서울특별시 성동구 왕십리로 222 - 0 (사근동, 한양대학교 제 2의학관 204호)",김인영,2011,1,서울
196,219900080,대학부설연구기관,한양대학교 산업과학연구소,"서울특별시 성동구 왕십리로 222 - 0 (공업센터 본관 508-2 호 ,행당동)",김성훈,1990,0,서울
197,220020237,대학부설연구기관,한양대학교 디스플레이·반도체공 학연구소,서울특별시 성동구 왕십리로 222 한양대학교 IT.BT관 1204 호,정재경,2002,1,서울
198,219960171,대학부설연구기관,한양대학교 기계기술연구소,서울특별시 성동구 왕십리로 222 한양대학교 공업센터 별 관 102호,김동립,1996,미신청,서울
199,220020238,대학부설연구기관,한양대미래자동차연구소,"서울특별시 성동구 왕십리로 222, 정몽구미래자동차연구센 터 509호",유지형,2002,1,서울
200,220130298,대학부설연구기관,한국항공대학교항공우주산업기술 연구소,경기도 고양시 덕양구 항공대 학로 76 과학관 308호,이수용,2013,1,경기북부
201,220210358,대학부설연구기관,한국항공대학교 기계항공산업신뢰 성기술연구센터,경기도 고양시 덕양구 항공대 학로,문희장,2021,미신청,경기북부
202,220030126,대학부설연구기관,포항공대생명공학연구센터,경상북도 포항시 남구 지곡로 55번길 생명공학연구센터,이지오,2003,미신청,대구.경북
203,219970329,대학부설연구기관,포항공과대학교환경연구소,경상북도 포항시 남구 청암로 77번지 포항공과대학교 환경 연구소,이기택,1997,미신청,대구.경북
204,219980286,대학부설연구기관,포항공과대학교생물공학연구소,경상북도 포항시 남구 청암로 77,이승우,1998,미신청,대구.경북
205,219900077,대학부설연구기관,포항공과대학교기초과학연구소,경상북도 포항시 남구 청암로 77,박재모,1990,1,대구.경북
206,219990415,대학부설연구기관,포항공과대학교고분자연구소,경상북도 포항시 남구 청암로 77 포항공대 고분자연구소,조길원,1999,1,대구.경북
207,219910103,대학부설연구기관,포항공과대학교 인공지능연구원,경상북도 포항시 남구 청암로 77,서영주,1991,1,대구.경북
208,220190395,대학부설연구기관,충남대학교 첨단수송체연구소,대전광역시 유성구 대학로  99 충남대학교 공대3호관 422-1 호,고성호,2019,1,대전.충남
209,220220363,대학부설연구기관,충남대학교 양자제어물성연구소,대전광역시 유성구 대학로 99,전민용,2022,1,대전.충남
210,220180237,대학부설연구기관,충남대학교 농업과학연구소,대전광역시 유성구 대학로 99,이기택,2018,1,대전.충남
211,220180385,대학부설연구기관,창원대학교 메카트로닉스연구원,경상남도 창원시 의창구 창원 대학로 20,홍대선,2018,1,경남
212,220160214,대학부설연구기관,창원대학교 기초과학연구소,경상남도 창원시 의창구 창원 대학로 20,장기완,2016,미신청,경남
213,220140254,대학부설연구기관,중앙대학교 신기능이미징연구소,서울특별시 동작구 흑석로 84 중앙대학교 310동 812호,성맹제,2014,1,서울
214,220200377,대학부설연구기관,조선대학교 IT연구소,광주광역시 동구 필문대로 309 조선대학교 IT연구소,반성범,2020,미신청,광주.전남
215,220140190,대학부설연구기관,전남대학교 로봇연구소,광주광역시 북구 첨단과기로 208번길 43-26,방도연,2014,1,광주.전남
216,220160373,대학부설연구기관,인하대학교산업과학기술연구소,"인천광역시 미추홀구 인하로 100, 2북 177호 외 산업과학기 술연구소(우편수령처: 2남 212 호 공대행정실)",권용구,2016,1,인천
217,220160372,대학부설연구기관,인하대학교 환경연구소,인천광역시 미추홀구 인하로 100 인하대학교 환경공학과,김창균,2016,미신청,인천
218,220220243,대학부설연구기관,인하대학교 인공지능융합연구센터,"인천광역시 미추홀구 인하로 100, 4호관 210호",박인규,2022,1,인천
219,220130177,대학부설연구기관,인하대학교 인공지능바이오산업기 술연구소,"인천광역시 미추홀구 인하로 100, 4호관101~104호",이철균,2013,미신청,인천
220,220210327,대학부설연구기관,인천대학교 매개곤충자원융복합연 구센터,인천광역시 연수구 아카데미 로 119 29관 312호,권형욱,2021,미신청,인천
221,220200390,대학부설연구기관,인천대학교 기초과학연구소,인천광역시 연수구 아카데미 로 119 인천대학교 자연과학 대학 5호관 229호,김태현,2020,1,인천
222,220180444,대학부설연구기관,이화여자대학교 약학연구소,서울특별시 서대문구 이화여 대길 52 약학관 A동 209호,장준,2018,1,서울
223,220090124,대학부설연구기관,이화여자대학교 나노바이오에너지 소재센터,서울특별시 서대문구 이화여 대길 52 이화여자대학교,김동하,2009,1,서울
224,220170317,대학부설연구기관,울산대학교 기초과학연구소,울산광역시 남구 대학로 93 울 산대학교 8호관 120호,박규열,2017,미신청,부산
225,220220253,대학부설연구기관,연세대학교미토콘드리아의학연구 소,강원도 원주시 일산로 20 연세 대학교 원주의과대학 의학관 201호,박규상,2022,1,강원
226,219960159,대학부설연구기관,연세대학교 철강연구소,서울특별시 서대문구 연세로 50 - 0,손일,1996,0,서울
227,220200248,대학부설연구기관,연세대학교 차세대융복합에너지물 질특화연구센터,"서울특별시 서대문구 연세로 50 연세대학교 산학협동연구 관 401,402호.",이창하,2020,1,서울
228,220180446,대학부설연구기관,연세대학교 중소기업산학협력센터,서울특별시 서대문구 연세로 50 연세대학교 공학원 216B,박형호,2018,1,서울
229,219900076,대학부설연구기관,연세대학교 자연과학연구원,서울특별시 서대문구 연세로 50,김용철,1990,1,서울
230,220000764,대학부설연구기관,연세대학교 생명시스템연구원,"서울특별시 서대문구 연세로 50,(신촌동)첨단과학기술연구 관 A217호",김우택,2000,1,서울
231,219900075,대학부설연구기관,연세대학교 산업기술연구소,서울특별시 서대문구 연세로 제 1공학관 A660,육종관,1990,1,서울
232,220190311,대학부설연구기관,연세대학교 비아이티마이크로팹연 구,"서울특별시 서대문구 연세로 50, 첨단과학기술연구관 B206 호",윤일구,2019,미신청,서울
233,220200249,대학부설연구기관,연세대학교 면역질환연구소,"서울특별시 서대문구 연세로 50-1, 연세대학교 의과대학 신 관 2층 246호",신전수,2020,미신청,서울
234,220160231,대학부설연구기관,연세대학교 나노과학기술연구소,"서울특별시 서대문구 연세로 50, GS칼텍스산학협력관 202 호",김한성,2016,1,서울
235,220180455,대학부설연구기관,연세대학교 기후변화적응형사회기 반,서울특별시 서대문구 연세로 50,정상섬,2018,1,서울
236,220190310,대학부설연구기관,연세대학교 고등과학원 나노의학 연구단,"서울특별시 서대문구 연세로 50, 연세대학교 IBS관 605호",천진우,2019,1,서울
237,220200245,대학부설연구기관,연세대학교 CONNECT-AI연구센터,"서울특별시 서대문구 연세로 50-1, 연세의료원 의과대학 신 관 617호",장혁재,2020,1,서울
238,220140180,대학부설연구기관,아주대학교 분자과학기술연구센터,"경기도 수원시 영통구 월드컵 로 206, 아주대학교 에너지센 터 508-2호",김문석,2014,1,경인
239,220050080,대학부설연구기관,아주대기초과학연구소,경기도 수원시 영통구 월드컵 로 206 (원천동)_원천관 212호,김승주,2005,1,경인
